noteID,note_es,translation_source
0,,PDF
1,El descriptor 3 04 035 se ha relegado.,PDF
2,La secuencia 3 07 082 se ha relegado.,PDF
3,El descriptor 3 10 027 ha dejado de usarse.,PDF
4,"Se necesitan algunos descriptores más para reducir el volumen de trabajo con respecto a la base de datos de la estación, por ejemplo para la identificación del estado federal y la identificación de autopista.",PDF
5,"Este valor, que ha sido proporcionado por el centro secundario ARINC, es más bien un pseudovalor que el valor real. Solo ARINC conoce la relación entre este pseudovalor y el valor verdadero.",PDF
6,Valores de las tablas de cifrado : FRQ = cifra de clave 8 (8 octas) : OCNL EMBD : ISOL = cifra de clave 6 (6 octas) = cifra de clave 2 (2 octas) cuando se trata de un cumulonimbus,PDF
7,"Los mensajes BUFR compuestos pueden describirse dentro de la Sección de descripción de datos, según corresponda (por ejemplo: 3 01 041, 3 04 001, 3 04 002, 3 04 003, 3 04 004, 3 04 005, 3 04 006).",PDF
8,Los datos representados por esta secuencia deben ordenarse en orden descendiente respecto de la presión.,PDF
9,La “Fecha/hora de lanzamiento” indica la fecha/hora de inicio de las mediciones de descenso.,PDF
10,"El decibelio (dB) es una unidad logarítmica que mide la potencia relativa o los valores relativos de dos densidades de flujo, especialmente de la intensidad del sonido y de las densidades de la potencia de la radio y del radar. En la meteorología por radar, la escala logarítmica, expresada en dBZ, se usa para medir el factor de reflectividad del radar (obtenido del Glosario de Meteorología de la Sociedad Meteorológica Americana).",PDF
11,No debería utilizarse el descriptor 3 01 002.,PDF
12,Debería utilizarse el descriptor 3 01 055 en vez del 3 01 035 para cifrar información sobre boyas/plataformas en movimiento.,PDF
13,Debería utilizarse el descriptor 3 08 007 en vez del 3 08 003 para cifrar la información proveniente de boyas/ plataformas en movimiento.,PDF
14,El descriptor 3 40 010 debería utilizarse con preferencia al descriptor 3 40 005.,PDF
15,Los descriptores del 3 03 021 al 3 03 027 no están disponibles en la clave CREX.,PDF
16,La identificación de la hora se refiere al comienzo del período de un mes.,PDF
17,En cada posición de los sensores de la carretera se mide: – la temperatura de la superficie de la carretera; – la temperatura de la subsuperficie de la carretera; – el espesor de la lámina de agua; – la condición de la superficie de la carretera.,PDF
20,Tratándose de MOD OCNL SEV se empleará la cifra 12 (máxima en cielo despejado) o 13 (máxima en nubes).,PDF
21,"La dirección de desplazamiento del frente debe indicarse siempre, puesto que es necesaria para el trazado de los mapas. Una velocidad de desplazamiento del frente igual a cero indicaría un frente lento. En la tabla de cifrado existe un valor para representar un frente casi estacionario.",PDF
22,Espectros direccionales completos (Ib = 1 en WAVEOB con más de una dirección por banda de número de onda). El conteo de repeticiones es el número de direcciones por banda de número de onda que debería abarcar normalmente todo el círculo.,PDF
23,"No obstante, si las navieras lo requieren cuando se incorporan buques de observación voluntaria o si se solicita ulteriormente, para los informes de los buques en los que se utiliza el modelo 3 08 014, la señal de llamada del buque u otro identificador se puede encriptar en los informes BUFR mediante la secuencia 3 01 018 de acuerdo con el método siguiente: – La señal de llamada normal (es decir, el descriptor 0 01 011) se codificará con un valor faltante. – El método de encriptación se indicará usando el método indicado por 0 25 185. – La versión de la clave de encriptación utilizada se indicará mediante 0 25 186.",PDF
24,"Si se utiliza el campo 0 01 011, este campo resultará faltante, y recíprocamente.",PDF
25,"Si durante el período especificado se modificó la altura del sensor, el valor será el que había en la mayor parte del período.",PDF
26,"Si la radiosonda está equipada con un sensor de humedad relativa, 0 13 009 en la secuencia se notificará con carácter obligatorio y la temperatura del punto de rocío se podrá incluir como valor derivado. Si la radiosonda está equipada con un sensor de temperatura del punto de rocío, 0 12 103 en la secuencia se notificará y 0 13 009 se fijará en valor faltante.",PDF
27,"En caso de mediciones de la precipitación, el período de un mes comienza a las 0600 UTC del primer día del mes y finaliza a las 0600 UTC de primer día del mes siguiente.",PDF
28,"En el contexto del descriptor 3 10 067, los valores de presión que siguen inmediatamente a la aparición de componentes de viento deben entenderse como correspondientes a esos componentes.",PDF
29,"En este caso, el término “adelgazamiento” hace referencia a un método que es posible aplicar para seleccionar un subconjunto de niveles de un modelo que podría tener gran número de niveles verticales nativos. Al selec- cionar solo un subconjunto se reduce el tamaño del pseudosondeo, posiblemente a costa de una pérdida de información y de un mayor procesamiento.",PDF
30,"En esta secuencia para la representación de los datos de descenso de radiosondas, no es obligatorio indicar los niveles estándares mediante la significación del sondeo vertical ampliado (0 08 042).",PDF
31,"Entero asignado por el operador e incrementado para cada nueva transecta (es decir, todas las gotas tendrán el mismo número de transecta mientras el buque se desplaza de un extremo de la línea al otro; tan pronto como el buque llega al puerto y retorna al punto de partida se añade una nueva transecta y, seguidamente, se incrementa el número de transecta). El valor inicial y los valores subsiguientes de los números de transecta no son importantes, siempre y cuando cada nueva transecta de un buque a lo largo de una línea tenga un número de transecta superior a los números de transecta anteriores para esa misma línea y buque. Si un único crucero siguiera más de una línea seguida del Programa de buques de observación ocasional, se incrementará el número de transecta cada vez que el crucero cambie de línea.",PDF
32,"Puede considerarse que, como sólo son posibles las adiciones, sólo se permiten líneas completas; pero puede pensarse que las zonas locales requerirán tanto cambios como adiciones, de modo que en cualquier caso es mejor y más claro ofrecer descripciones para todos los campos.",PDF
33,"Para elementos que definen o son definidos es preferible utilizar los diferentes descriptores de la Clase 00, del mismo modo que los diferentes descriptores corresponden a la presión considerada como coordenada o a la presión medida en determinado punto; de otra manera se necesitarían reglas especiales para interpretar un mensaje. Las entradas 0 00 010 a 0 00 012 definen a F, X e Y para las Tablas B y D; la entrada 0 00 030 es un descriptor que se utiliza para datos y proporciona los valores de F, X e Y que definen secuencias para las entradas de la Tabla D.",PDF
34,El desplazamiento de latitud 0 05 015 representa la diferencia de latitud respecto de la latitud del lugar de lanzamiento. El desplazamiento de longitud 0 06 015 representa la diferencia de longitud respecto de la longitud del lugar de lanzamiento.,PDF
35,El desplazamiento o período largo 0 04 086 representa la diferencia de tiempo desde el momento del lanzamiento 3 01 013 (en segundos).,PDF
36,El desplazamiento o período largo 0 04 086 en la secuencia representa la diferencia de tiempo desde el momento del lanzamiento 3 01 113 (en segundos).,PDF
37,Faltante para los espectros no direccionales.,PDF
38,n/a,PDF
39,"Espectros no direccionales, (Ib = 0 en WAVEOB) o espectros direccionales parciales (Ib = 1 en WAVEOB con una dirección por número de onda). Conteo = 0 (espectros direccionales completos) o 1 (espectros no direccionales o espectros direccionales parciales). Los espectros direccionales parciales tienen una sola dirección por banda de número de onda.",PDF
40,"Los niveles no superficiales sobre la coordenada vertical nativa del modelo son transpuestos a una coordenada de presión. Con ello, los niveles son más fácilmente interpretables por las personas y más fáciles de utilizar por aplicaciones de visualización genéricas. Los niveles pueden corresponder exactamente a niveles nativos del modelo o haber sido interpolados entre niveles del modelo a unos niveles de presión seleccionados por el centro generador.",PDF
41,"Normalmente 1, puede ser 2 si están en uso los sensores de elevación y de pendiente, o 0 si no hay datos espectrales.",PDF
42,La gama de valores del parámetro 0 04 015 está limitada de –99 a 99; la secuencia común D 06 019 de CREX es la secuencia original con solo 2 caracteres para el descriptor correspondiente.,PDF
43,La separación de datos satelitales de nivel único en serie de mensajes BUFR ayuda a la compresión y aumenta la eficacia de la transmisión y el almacenamiento de datos.,PDF
44,La secuencia 3 09 030 queda relegada por utilización incorrecta del descriptor 0 04 015; en su lugar utilícese la secuencia 3 09 031.,PDF
45,Algunos tipos de estación no tienen capacidad para determinar la condición de la superficie con precisión. Únicamente pueden informar sobre condiciones como “no está seca” o “está helada”. La tabla de cifrado para las condiciones de la superficie de la carretera se ha ajustado en consecuencia.,PDF
47,El descriptor 0 07 007 relativo a la altura y el descriptor 3 01 021 relativo a la latitud/longitud indican la altitud sobre el nive del mar y la posición horizontal de cada célula vertical de la medición del perfil y no el empalzamiento del instrumento (que se cifra mediante el descriptor anterior 3 01 132 relativo a la secuencia de encabezamiento común).,PDF
48,Los descriptores de latitud y longitud 0 05 001 y 0 06 001 indican la posición del instrumento y no la medición (que se cifra separadamente en la secuencia de datos asociada).,PDF
49,La mayoría de las estaciones tienen solo una posición sobre la carretera y un sensor de la temperatura subsuperficial. Se han introducido repeticiones diferidas para aumentar la flexibilidad y el rendimiento volumétrico.,PDF
50,El descritpor 0 08 092 relativo a la expresión de la incertidumbre de medición y el descriptor 0 08 093 relativo a la significación de la incertidumbre de medición están relacionados con todas las incertidumbres de los parámetros proporcionados en la sección sobre datos de retrodispersión.,PDF
51,"Se debería expresar, de estar disponible, el número de años faltantes del período de referencia del cálculo de la normal para la temperatura extrema media del aire, para el cálculo de las temperaturas máxima y mínima normal, además del número de años faltantes para las temperaturas extremas del aire que se comunican con la cifra 0 08 020 precedida de 0 08 050 en la que se utiliza la figura 3.",PDF
52,"El descritpor 0 33 002 relativo a la información sobre la calidad está relacionado, en esta instancia, tanto con el componente u 0 11 003 como con el componente v 0 11 004. Se da para cada puerta respectiva de la medición del perfil.",PDF
53,"El descriptor 0 33 002 relativo a la información sobre la calidad está relacionado, en esta instancia, con el componente w 0 11 006. Se da para cada puerta respectiva de la medición del perfil.",PDF
54,El descriptor 0 33 002 relativo a la información sobre la calidad está relacionado con todos los parámetros proporcionados en la sección sobre datos de retrodispersión y se da para cada célula vertical respectiva de la medición del perfil.,PDF
55,El descriptor 0 33 002 relativo a la información sobre la calidad está relacionado con la temperatura virtual 0 12 007. Se da para cada puerta respectiva de la medición del perfil.,PDF
56,"Las secuencias 3 09 021, 3 09 022 y 3 09 023 no deberían utilizarse porque están obsoletas. En su lugar deberían utilizarse las secuencias 3 09 024, 3 09 025 y 3 09 026 respectivamente.",PDF
57,La señal de llamada del buque o el identificador de la OMM deberían notificarse mediante el descriptor 0 01 011.,PDF
58,"Este indicador estadístico se emplea para determinar si los niveles de la tropopausa siguientes son mínimos, máximos o valores instantáneos (valor de la clave faltante).",PDF
59,La identificación de hora se refiere al comienzo del mes para el que se notifican valores mensuales medios.,PDF
60,El período de tiempo indica la duración en minutos respecto de la que se han promediado las mediciones. El fin del período de tiempo está marcado por el fin del barrido (véase más arriba).,PDF
61,El valor comunicado para 0 19 007 será “faltante” a menos que la sección horizontal que se describe sea un círculo.,PDF
62,Estos descriptores no deben utilizarse en CREX para la transmisión.,PDF
63,Estas entradas tienen la ventaja de permitir actualizar las cifras de clave y la descripción de datos de la Tabla A.,PDF
64,"Este descriptor es aplicable al método utilizado para seleccionar las profundidades del perfil de temperatura cifrado mediante 3 15 005. Si las temperaturas indicadas corresponden a profundidades importantes, los valores: a) serán suficientes para reproducir características básicas del perfil, y; b) definirán la cima y el fondo de las capas isotérmicas.",PDF
65,"Este factor de repetición deberá tener el valor de “1” cuando se describe un elemento en 2-D, en tanto que los elementos en 3-D pueden describirse mediante cualquiera de los métodos siguientes: a) a través de dos o más secciones horizontales en niveles de vuelo ascendentes sucesivos. En este caso, cada sección será descrita por un número idéntico de puntos de latitud/longitud enumerados en orden idéntico (es decir, cuando cada punto x de la sección n va a unirse mediante una línea recta con el punto x de la sección n+1), para garantizar que la configuración general del elemento en 3-D queda expresada sin ambigüedad. En este caso, todos los valores comunicados para 0 33 042 serán “faltantes”. b) a través de una sección horizontal única y un valor apropiado comunicado para 0 33 042 como sigue. En todos esos casos, la correspondiente descripción de la sección horizontal se aplica a la región entera. i) Un valor de “0” indicará una región por encima del nivel de vuelo comunicado (pero no incluido) y con un límite superior no especificado. ii) Un valor de “1” indicará una región por encima del nivel de vuelo comunicado (e incluido) y con un límite superior no especificado. iii) Un valor de “2” indicará una región por debajo del nivel de vuelo comunicado (pero no incluido) y que se extiende a la superficie. iv) Un valor de “3” indicará una región por debajo del nivel de vuelo comunicado (e incluido) y que se extiende a la superficie. c) a través de dos repeticiones de la misma sección horizontal al mismo nivel de vuelo comunicado, con objeto de indicar una región que se extiende por debajo y por encima del nivel de vuelo comunicado (¡incluidos!). En este caso, los valores comunicados para las dos repeticiones de 0 33 042 serán como sigue: i) Valores de “3” y “1”, respectivamente, para indicar una región que comienza desde abajo de un nivel de vuelo comunicado, pero que continúa a través de ese nivel hacia arriba hasta cierto punto no especificado (por ejemplo, TOP ABV FL 100). ii) Valores de “1” y “3”, respectivamente, para indicar una región que comienza desde arriba de un nivel de vuelo comunicado, pero que continúa a través de ese nivel hacia abajo hasta cierto punto no especificado (por ejemplo, CIGS BLW FL010).",PDF
66,"Este factor de repetición tendrá el valor de “1” cuando se describe un círculo o un punto, y tendrá un valor de “2” cuando se describe una línea. Por otra parte, se describirá un polígono mediante una secuencia de 3 o más puntos contiguos de conformidad con la nota relativa a la tabla de cifrado 0 08 007.",PDF
67,"Esta secuencia queda relegada porque incluye la secuencia relegada 3 09 030; las secuencias 3 09 045, 3 09 046, 3 09 047, 3 09 048 y 3 09 049 deberían utilizarse en lugar de las secuencias 3 09 040, 3 09 041, 3 09 042, 3 09 043 y 3 09 044, respectivamente.",PDF
68,Esta secuencia queda relegada por utilización incorrecta del descriptor 0 04 075 en la secuencia 3 06 020; en su lugar debería utilizarse la secuencia 3 06 025.,PDF
69,Esta secuencia queda relegada por utilización incorrecta del descriptor 0 04 075; en su lugar debería utilizarse la secuencia 3 06 019.,PDF
70,Este valor es la estimación oficial o la mejor estimación de la elevación real del terreno. Se incluye con fines de comparación con la elevación virtual del terreno en el modelo. Ambas pueden ser sustancialmente diferentes en terreno accidentado. Se incrementa el factor de escala para que el valor sea comparable directamente con 0 07 030 infra.,PDF
71,"La fecha y hora de lanzamiento se notificarán con el mayor grado de exactitud posible. Si no se dispone de la hora de lanzamiento con una exactitud de un segundo, la entrada para los segundos se fijará en cero.",PDF
72,"La hora de lanzamiento se notificará con el mayor grado de exactitud posible. Si no se dispone de la hora de lanzamiento con una exactitud de segundos, la entrada para los segundos se fijará en cero.",PDF
73,"Para representar el intervalo de tiempo requerido, se debe incluir dos veces el descriptor 0 04 024.",PDF
74,"Para representar la intensidad de la precipitación, el tipo de precipitación y el estado de funcionalidad, se utilizan, respectivamente los descriptores 0 20 024 (tabla de cifrado), 0 20 021 (tabla de banderines) y 0 33 005 (tabla de banderines).",PDF
75,"En 3 07 045, 3 07 048 y 3 07 053, la velocidad máxima del viento (ráfagas) se indicará en las mismas unidades que en los datos alfanuméricos originales, y: 0 11 085 se fijará en faltante si la velocidad máxima del viento figura en nudos o en m s–1 en los datos alfanuméricos, 0 11 086 se fijará en faltante si la velocidad máxima del viento figura en km h–1 o en m s–1 en los datos alfanuméricos.",PDF
76,"En 3 07 045, 3 07 048 y 3 07 053, la velocidad del viento se indicará en las mismas unidades que en los datos alfanuméricos originales, y: 0 11 083 se fijará en faltante si la velocidad del viento figura en nudos o en m s–1 en los datos alfanuméricos, 0 11 084 se fijará en faltante si la velocidad del viento figura en km h–1 o en m s–1 en los datos alfanuméricos.",PDF
77,"En la AR III se notifican las temperaturas máxima diurna y mínima nocturna (es decir, la hora final del período podrá no ser igual a la hora nominal del informe). Para representar el intervalo de tiempo requerido, se debe incluir dos veces el descriptor 0 04 024. Si el período finaliza a la hora nominal del informe, el valor del segundo 0 04 024 se cifrará en 0.",PDF
78,"En la AR IV se notifica la temperatura máxima a las 1200 UTC para el día civil anterior (es decir, la hora final del período no es igual a la hora nominal del informe). Para representar el intervalo de tiempo requerido, se debe incluir dos veces el descriptor 0 04 024. Si el período finaliza a la hora nominal del informe, el valor del segundo 0 04 024 se cifrará en 0.",PDF